Id,LotFrontage,LotArea,BldgType,OverallQual,YearBuilt,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,Fireplaces,FireplaceQu,GarageCars,YrSold,SaleCondition,SalePrice
592,97,13478,1Fam,10,2008,420,1722,1728,2296,2,1,Gd,3,2009,Normal,451950
593,60,6600,1Fam,5,1982,0,816,816,816,1,0,NA,2,2008,Normal,138000
594,NA,4435,TwnhsE,6,2003,170,848,848,848,1,0,NA,2,2009,Normal,140000
595,88,7990,1Fam,5,1975,0,924,924,924,1,0,NA,1,2008,Normal,110000
596,69,11302,1Fam,8,2005,238,1814,1826,1826,2,1,TA,3,2006,Partial,319000
597,60,3600,1Fam,6,1910,0,684,684,1368,1,0,NA,1,2006,Normal,114504
598,53,3922,TwnhsE,7,2006,72,1258,1402,1402,0,1,Gd,3,2007,Partial,194201
599,80,12984,1Fam,5,1977,459,1430,1647,1647,2,1,TA,2,2006,Normal,217500
600,24,1950,Twnhs,6,1980,0,716,716,1556,2,1,TA,2,2008,Normal,151000
601,74,10927,1Fam,8,2005,280,1058,1058,1904,2,1,Gd,2,2006,Normal,275000
602,50,9000,1Fam,6,1937,0,780,780,1375,1,1,Gd,1,2007,Normal,141000
603,80,10041,1Fam,8,1992,0,908,927,1915,2,1,TA,2,2006,Abnorml,220000
604,30,3182,TwnhsE,7,2004,0,600,600,1200,2,0,NA,2,2010,Normal,151000
605,88,12803,1Fam,7,2002,99,1494,1494,1494,2,1,TA,2,2008,Normal,221000
606,85,13600,1Fam,7,1965,176,768,1186,1986,2,3,Fa,2,2009,Normal,205000
607,82,12464,1Fam,5,1996,0,1040,1040,1040,1,0,NA,2,2009,Normal,152000
608,78,7800,1Fam,5,1948,0,896,1112,2008,3,0,NA,1,2006,Normal,225000
609,78,12168,1Fam,8,1934,0,965,1940,3194,2,2,Gd,2,2007,Alloca,359100
610,61,7943,1Fam,4,1961,192,1029,1029,1029,1,0,NA,1,2007,Normal,118500
611,NA,11050,1Fam,9,2000,204,1440,1476,2153,2,2,Ex,3,2009,Normal,313000
612,NA,10395,1Fam,6,1978,233,1032,1032,1032,2,1,TA,2,2007,Normal,148000
613,NA,11885,1Fam,8,2001,108,1299,1299,1872,2,1,TA,2,2009,Normal,261500
614,70,8402,1Fam,5,2007,0,1120,1120,1120,1,0,NA,0,2007,Partial,147000
615,21,1491,TwnhsE,4,1972,0,630,630,630,1,0,NA,0,2010,Normal,75500
616,80,8800,1Fam,6,1963,156,936,1054,1054,1,0,NA,2,2010,Abnorml,137500
617,NA,7861,1Fam,6,2002,0,783,807,1509,2,1,Gd,2,2006,Normal,183200
618,59,7227,1Fam,6,1954,0,832,832,832,1,0,NA,2,2008,Normal,105500
619,90,11694,1Fam,9,2007,452,1822,1828,1828,2,1,Gd,3,2007,Partial,314813
620,85,12244,1Fam,8,2003,226,1482,1482,2262,2,2,Gd,3,2008,Normal,305000
621,45,8248,1Fam,3,1914,0,864,864,864,1,0,NA,0,2008,Normal,67000
622,90,10800,1Fam,6,1974,0,1522,1548,2614,2,1,TA,2,2008,Normal,240000
623,71,7064,1Fam,5,1977,153,980,980,980,1,0,NA,2,2009,Normal,135000
624,NA,2117,TwnhsE,6,2000,513,756,756,1512,2,1,TA,2,2007,Normal,168500
625,80,10400,1Fam,6,1972,288,732,1012,1790,1,1,TA,2,2006,Normal,165150
626,87,10000,1Fam,6,1962,261,1116,1116,1116,1,0,NA,2,2010,Normal,160000
627,NA,12342,1Fam,5,1960,0,978,1422,1422,1,1,TA,1,2007,Normal,139900
628,80,9600,1Fam,6,1955,164,1156,1520,1520,1,2,Gd,1,2010,Normal,153000
629,70,11606,1Fam,5,1969,192,1040,1040,2080,1,2,TA,2,2007,Family,135000
630,82,9020,1Fam,6,1964,259,1248,1350,1350,1,0,NA,2,2008,Normal,168500
631,50,9000,1Fam,5,1880,0,636,1089,1750,1,0,NA,1,2006,Abnorml,124000
632,34,4590,Twnhs,8,2006,108,1554,1554,1554,2,1,Gd,2,2007,Normal,209500
633,85,11900,1Fam,7,1977,209,1386,1411,1411,2,1,TA,2,2009,Family,82500
634,80,9250,1Fam,5,1954,0,1056,1056,1056,1,0,NA,1,2007,Normal,139400
635,64,6979,Duplex,6,1980,0,1056,1056,1056,0,0,NA,2,2010,Normal,144000
636,60,10896,2fmCon,6,1914,0,1440,1440,3395,2,0,NA,0,2007,Abnorml,200000
637,51,6120,1Fam,2,1936,0,264,800,800,1,1,Po,0,2009,Normal,60000
638,50,6000,2fmCon,5,1954,0,811,811,1387,2,0,NA,1,2009,Normal,93000
639,67,8777,1Fam,5,1910,0,796,796,796,1,0,NA,0,2008,Normal,85000
640,53,3982,TwnhsE,8,2006,0,1520,1567,1567,2,1,Gd,3,2006,Partial,264561
641,62,12677,TwnhsE,8,2003,472,1518,1518,1518,1,1,Gd,2,2008,Normal,274000
642,NA,7050,1Fam,7,2001,0,1057,1057,1929,2,1,TA,2,2007,Normal,226000
643,75,13860,1Fam,8,1972,0,1952,2000,2704,2,3,TA,2,2009,Normal,345000
644,80,10793,1Fam,5,1969,263,780,780,1620,2,0,NA,2,2007,Normal,152000
645,85,9187,1Fam,9,2009,162,1766,1766,1766,2,1,Gd,3,2009,Partial,370878
646,NA,10530,1Fam,6,1971,0,981,981,981,1,0,NA,2,2007,Normal,143250
647,60,7200,1Fam,5,1950,0,0,1048,1048,1,0,NA,2,2008,Normal,98300
648,85,10452,1Fam,6,1953,216,1094,1094,1094,1,2,Gd,2,2008,Normal,155000
649,70,7700,1Fam,6,1966,351,756,1051,1839,1,1,TA,2,2010,Normal,155000
650,21,1936,Twnhs,4,1970,0,630,630,630,1,0,NA,0,2007,Normal,84500
651,65,8125,1Fam,7,2007,NA,813,822,1665,2,0,NA,2,2008,Normal,205950
652,60,9084,1Fam,4,1940,0,755,755,1510,1,1,Gd,1,2009,Normal,108000
653,70,8750,1Fam,7,1996,0,880,909,1716,2,1,TA,2,2009,Normal,191000
654,60,10320,1Fam,6,1906,0,756,756,1469,1,0,NA,1,2008,Normal,135000
655,91,10437,1Fam,8,1995,660,2109,2113,2113,2,1,TA,3,2008,Normal,350000
656,21,1680,Twnhs,6,1971,381,525,525,1092,1,0,NA,1,2010,Family,88000
657,72,10007,1Fam,5,1959,54,1053,1053,1053,1,0,NA,1,2008,Normal,145500
658,60,7200,1Fam,7,1931,0,776,851,1502,1,1,Gd,1,2008,Normal,149000
659,78,17503,1Fam,6,1948,0,912,912,1458,1,1,Gd,1,2010,Abnorml,97500
660,75,9937,1Fam,5,1964,0,1486,1486,1486,1,0,NA,2,2009,Normal,167000
661,NA,12384,1Fam,7,1976,233,793,1142,1935,2,1,TA,2,2007,Normal,197900
662,52,46589,1Fam,8,1994,528,1629,1686,2448,2,1,TA,3,2009,Normal,402000
663,120,13560,1Fam,6,1968,216,1392,1392,1392,1,2,TA,2,2009,Normal,110000
664,90,10012,1Fam,4,1972,0,1138,1181,1181,2,0,NA,2,2008,Normal,137500
665,49,20896,1Fam,8,2005,0,2077,2097,2097,1,1,Ex,3,2006,Partial,423000
666,106,11194,1Fam,8,2000,40,1406,1454,1936,2,1,TA,2,2006,Normal,230500
667,NA,18450,1Fam,6,1965,113,1021,1465,2380,2,1,Po,2,2007,Abnorml,129000
668,65,8125,1Fam,6,1994,258,1408,1679,1679,2,1,Fa,2,2008,Normal,193500
669,NA,14175,1Fam,5,1956,0,1188,1437,1437,1,1,TA,2,2006,Normal,168000
670,80,11600,1Fam,4,1922,0,700,1180,1180,1,1,Gd,1,2006,Normal,137500
671,64,8633,1Fam,6,2005,0,738,738,1476,2,0,NA,2,2009,Normal,173500
672,54,6629,1Fam,6,1925,0,672,697,1369,2,0,NA,1,2009,Normal,103600
673,NA,11250,1Fam,6,1977,0,1208,1208,1208,1,1,TA,2,2006,Normal,165000
674,110,14442,1Fam,6,1957,106,1477,1839,1839,2,2,TA,2,2007,Normal,257500
675,80,9200,1Fam,6,1965,0,1136,1136,1136,1,1,Gd,1,2008,Normal,140000
676,24,2289,Twnhs,6,1978,0,855,855,1441,2,1,TA,2,2009,Normal,148500
677,60,9600,1Fam,4,1900,0,1095,1095,1774,2,0,NA,3,2006,Normal,87000
678,52,9022,1Fam,5,1924,0,768,792,792,1,0,NA,1,2009,Normal,109500
679,80,11844,1Fam,8,2008,464,2046,2046,2046,2,1,Gd,3,2009,Partial,372500
680,NA,9945,1Fam,5,1961,57,988,988,988,1,0,NA,2,2007,Normal,128500
681,50,8012,TwnhsE,6,1980,0,923,923,923,2,1,TA,1,2010,Normal,143000
682,55,4500,1Fam,5,1932,0,793,848,1520,1,0,NA,1,2009,Abnorml,159434
683,NA,2887,1Fam,6,1996,0,1291,1291,1291,1,1,Gd,2,2008,Normal,173000
684,90,11248,1Fam,9,2002,215,1626,1668,1668,2,1,TA,3,2007,Normal,285000
685,58,16770,1Fam,7,1998,30,1195,1195,1839,2,0,NA,2,2010,Normal,221000
686,NA,5062,TwnhsE,7,1984,0,1190,1190,2090,2,1,TA,2,2007,Normal,207500
687,84,10207,1Fam,7,2007,0,874,874,1761,3,0,NA,2,2007,Partial,227875
688,NA,5105,TwnhsE,7,2004,0,551,551,1102,2,0,NA,2,2007,Normal,148800
689,60,8089,1Fam,8,2007,0,1419,1419,1419,2,1,Gd,2,2007,Partial,392000
690,61,7577,TwnhsE,6,2005,256,1362,1362,1362,2,1,Gd,2,2007,Normal,194700
691,NA,4426,TwnhsE,6,2004,147,848,848,848,1,1,TA,2,2008,Normal,141000
692,104,21535,1Fam,10,1994,1170,2444,2444,4316,3,2,Ex,3,2007,Normal,755000
693,42,26178,1Fam,7,1989,293,1210,1238,2519,2,2,Gd,2,2006,Normal,335000
694,60,5400,1Fam,5,1921,0,1073,1073,1073,1,0,NA,1,2006,Abnorml,108480
695,51,6120,1Fam,5,1936,0,927,1067,1539,1,0,NA,2,2009,Normal,141500
696,54,13811,1Fam,6,1987,72,1112,1137,1137,2,1,TA,2,2006,Normal,176000
697,50,6000,1Fam,5,1921,0,616,616,616,1,0,NA,1,2006,Normal,89000
698,57,6420,1Fam,5,1952,0,980,1148,1148,1,0,NA,1,2006,Normal,123500
699,65,8450,1Fam,5,1965,0,894,894,894,1,1,Gd,1,2010,Normal,138500
700,59,4282,TwnhsE,7,2004,0,1391,1391,1391,2,0,NA,2,2008,Normal,196000
701,85,14331,1Fam,8,2002,630,1800,1800,1800,2,1,Gd,3,2006,Normal,312500
702,80,9600,1Fam,7,1969,168,1164,1164,1164,1,0,NA,2,2006,Normal,140000
703,82,12438,1Fam,8,2006,466,1234,1264,2576,2,1,Gd,3,2006,Partial,361919
704,76,7630,2fmCon,5,1900,0,360,1032,1812,2,1,Po,2,2010,Normal,140000
705,70,8400,1Fam,7,2004,109,1473,1484,1484,2,0,NA,2,2010,Normal,213000
706,70,5600,2fmCon,4,1930,0,0,372,1092,2,0,NA,0,2010,Normal,55000
707,NA,115149,1Fam,7,1971,351,1643,1824,1824,2,2,TA,2,2007,Normal,302000
708,48,6240,TwnhsE,8,2006,176,1324,1324,1324,2,1,Gd,2,2009,Normal,254000
709,65,9018,1Fam,7,2007,0,728,728,1456,2,1,Gd,2,2007,Partial,179540
710,NA,7162,1Fam,5,1966,41,876,904,904,1,0,NA,1,2008,Abnorml,109900
711,56,4130,1Fam,3,1935,0,270,729,729,1,0,NA,0,2008,Normal,52000
712,66,8712,1Fam,4,1900,0,859,859,1178,1,0,NA,1,2010,Abnorml,102776
713,40,4671,TwnhsE,8,1988,0,1228,1228,1228,2,1,Gd,2,2008,Normal,189000
714,60,9873,2fmCon,4,1970,160,960,960,960,1,0,NA,2,2006,Normal,129000
715,NA,13517,1Fam,6,1976,289,725,725,1479,2,0,NA,2,2010,Normal,130500
716,78,10140,1Fam,6,1974,174,1064,1350,1350,2,1,TA,2,2009,Normal,165000
717,60,10800,1Fam,7,1890,0,718,1576,2554,1,0,NA,2,2007,Normal,159500
718,80,10000,1Fam,5,1973,0,1176,1178,1178,1,1,Fa,2,2008,Normal,157000
719,96,10542,1Fam,7,1993,651,1311,1325,2418,2,1,TA,3,2008,Normal,341000
720,69,9920,1Fam,5,1969,0,971,971,971,1,1,Po,1,2006,Normal,128500
721,NA,6563,1Fam,8,1985,0,1742,1742,1742,2,1,TA,2,2006,Normal,275000
722,NA,4426,TwnhsE,6,2004,169,848,848,848,1,0,NA,2,2010,Normal,143000
723,70,8120,1Fam,4,1970,0,864,864,864,1,0,NA,2,2009,Normal,124500
724,60,8172,1Fam,4,1954,0,941,997,1470,2,0,NA,1,2008,Normal,135000
725,86,13286,1Fam,9,2007,340,1698,1698,1698,2,1,Gd,3,2009,Normal,320000
726,60,6960,1Fam,4,1970,0,864,864,864,1,0,NA,2,2009,Normal,120500
727,NA,21695,1Fam,6,1988,260,880,1680,1680,2,1,Gd,2,2009,Normal,222000
728,64,7314,1Fam,7,2007,82,1232,1232,1232,2,0,NA,2,2009,Normal,194500
729,85,11475,Duplex,5,1958,95,1584,1776,1776,2,0,NA,3,2009,Abnorml,110000
730,52,6240,1Fam,4,1925,0,780,848,1208,1,0,NA,2,2009,Normal,103000
731,39,5389,TwnhsE,8,1995,0,1595,1616,1616,2,1,TA,2,2010,Normal,236500
732,73,9590,1Fam,7,2003,442,868,1146,1146,2,1,Gd,2,2007,Normal,187500
733,75,11404,1Fam,7,1998,202,1153,1153,2031,2,1,TA,2,2008,Normal,222500
734,80,10000,1Fam,5,1961,0,864,1144,1144,1,1,TA,1,2009,Normal,131400
735,NA,8978,1Fam,5,1968,0,948,948,948,1,0,NA,1,2007,Family,108000
736,60,10800,1Fam,7,1914,0,880,880,1768,1,2,TA,2,2006,Normal,163000
737,60,8544,Duplex,3,1950,0,0,1040,1040,2,0,NA,2,2006,Normal,93500
738,72,10463,1Fam,8,2005,0,893,901,1801,2,1,Gd,3,2006,Normal,239900
739,60,10800,Duplex,5,1987,0,1200,1200,1200,3,0,NA,0,2009,Alloca,179000
740,65,9313,1Fam,7,2004,0,864,864,1728,2,0,NA,2,2009,Normal,190000
741,60,9600,1Fam,5,1910,0,264,768,1432,2,0,NA,2,2007,Abnorml,132000
742,65,6768,1Fam,6,1961,0,912,912,912,1,0,NA,1,2008,Normal,142000
743,65,8450,1Fam,7,2000,108,1349,1349,1349,2,0,NA,2,2007,Normal,179000
744,70,12886,1Fam,5,1963,0,520,1464,1464,2,1,TA,2,2009,Normal,175000
745,41,5395,TwnhsE,8,1993,0,1337,1337,1337,2,1,TA,2,2008,Normal,180000
746,NA,8963,1Fam,8,1976,289,1142,1175,2715,3,2,TA,2,2008,Normal,299800
747,NA,8795,1Fam,7,2000,0,952,980,2256,2,1,TA,2,2009,Normal,236000
748,65,11700,1Fam,7,1880,0,1240,1320,2640,1,1,Gd,4,2009,Normal,265979
749,59,10593,1Fam,7,1996,338,1720,1720,1720,2,1,TA,2,2010,Normal,260400
750,50,8405,1Fam,4,1945,0,0,1088,1529,2,0,NA,1,2009,Normal,98000
751,55,8800,1Fam,4,1910,0,576,792,1140,1,0,NA,0,2010,Normal,96500
752,NA,7750,1Fam,7,2003,0,660,660,1320,2,0,NA,2,2007,Normal,162000
753,79,9236,1Fam,6,1997,0,1479,1494,1494,2,0,NA,2,2006,Normal,217000
754,80,10240,1Fam,8,2005,178,1030,1038,2098,2,1,Gd,3,2006,Normal,275500
755,61,7930,1Fam,6,1969,0,1026,1026,1026,1,0,NA,2,2009,Normal,156000
756,34,3230,TwnhsE,6,1999,894,729,742,1471,2,0,NA,2,2009,Normal,172500
757,68,10769,1Fam,8,2007,0,866,866,1768,2,0,NA,2,2009,Normal,212000
758,NA,11616,1Fam,6,1978,328,672,672,1386,2,1,TA,2,2010,Abnorml,158900
759,24,2280,Twnhs,7,1999,360,744,757,1501,2,0,NA,2,2008,Normal,179400
760,65,12257,1Fam,8,1995,513,1318,1328,2531,2,1,TA,3,2007,Normal,290000
761,70,9100,1Fam,6,1959,0,864,864,864,1,0,NA,1,2009,Normal,127500
762,60,6911,1Fam,5,1924,0,1145,1301,1301,1,0,NA,2,2009,Normal,100000
763,72,8640,1Fam,7,2009,0,756,764,1547,2,0,NA,2,2010,Normal,215200
764,82,9430,1Fam,8,1999,673,1252,1268,2365,2,1,Gd,3,2009,Normal,337000
765,30,9549,TwnhsE,8,1995,0,1494,1494,1494,1,1,Gd,2,2006,Normal,270000
766,75,14587,1Fam,9,2008,284,1498,1506,1506,2,1,Gd,2,2008,Partial,264132
767,80,10421,1Fam,7,1988,42,980,980,1714,2,1,TA,2,2010,Normal,196500
768,75,12508,1Fam,6,1940,0,983,983,1750,2,0,NA,1,2008,Normal,160000
769,70,9100,1Fam,7,2004,0,1860,1836,1836,2,1,Gd,2,2006,Normal,216837
770,47,53504,1Fam,8,2003,603,1650,1690,3279,3,1,Gd,3,2010,Normal,538000
771,NA,7252,1Fam,5,1982,0,858,858,858,1,0,NA,2,2009,Normal,134900
772,67,8877,1Fam,4,1951,0,836,1220,1220,1,0,NA,2,2006,Normal,102000
773,94,7819,1Fam,6,1976,0,1029,1117,1117,1,1,TA,2,2010,Abnorml,107000
774,70,10150,1Fam,5,1958,1,912,912,912,1,0,NA,1,2007,Normal,114500
775,110,14226,1Fam,8,2006,375,1935,1973,1973,2,1,Gd,3,2007,Partial,395000
776,32,4500,TwnhsE,6,1998,320,1204,1204,1204,2,0,NA,2,2009,Normal,162000
777,86,11210,1Fam,7,2005,240,1614,1614,1614,2,0,NA,3,2006,Partial,221500
778,100,13350,1Fam,5,1974,0,864,894,894,1,1,Fa,2,2006,Normal,142500
779,60,8400,Duplex,5,1977,320,0,2020,2020,2,2,TA,2,2007,Normal,144000
780,78,10530,Duplex,6,1977,90,975,1004,1004,1,0,NA,2,2006,Normal,135000
781,63,7875,1Fam,7,1995,38,1237,1253,1253,2,1,TA,2,2007,Normal,176000
782,65,7153,1Fam,6,1992,0,761,810,1603,2,0,NA,2,2006,Normal,175900
783,67,16285,1Fam,7,2001,0,1413,1430,1430,2,0,NA,2,2009,Normal,187100
784,NA,9101,1Fam,5,1978,104,1097,1110,1110,1,1,TA,2,2009,Normal,165500
785,35,6300,1Fam,6,1914,0,742,742,1484,2,1,Gd,0,2008,Normal,128000
786,NA,9790,1Fam,6,1967,0,1372,1342,1342,2,1,Gd,2,2009,Normal,161500
787,60,10800,1Fam,5,1915,0,686,966,1652,2,0,NA,1,2010,Normal,139000
788,76,10142,1Fam,7,2004,0,956,956,2084,2,0,NA,2,2010,Normal,233000
789,50,6000,1Fam,4,1954,0,901,901,901,1,0,NA,1,2008,Normal,107900
790,NA,12205,1Fam,6,1966,157,832,976,2087,2,0,NA,2,2007,Normal,187500
791,43,3182,TwnhsE,7,2005,11,1145,1145,1145,2,1,Gd,2,2009,Normal,160200
792,NA,11333,1Fam,6,1976,0,1029,1062,1062,1,2,TA,2,2007,Normal,146800
793,92,9920,1Fam,7,1996,0,1117,1127,2013,2,1,TA,2,2007,Normal,269790
794,76,9158,1Fam,8,2007,140,1496,1496,1496,2,0,NA,2,2007,Partial,225000
795,NA,10832,1Fam,7,1994,0,712,1086,1895,2,1,TA,2,2008,Normal,194500
796,70,8400,1Fam,6,1980,130,650,888,1564,2,1,TA,2,2010,Normal,171000
797,71,8197,1Fam,6,1977,148,660,1285,1285,1,1,TA,2,2007,Normal,143500
798,57,7677,1Fam,5,1953,0,773,773,773,1,0,NA,1,2008,Abnorml,110000
799,104,13518,1Fam,9,2008,860,1926,1966,3140,3,2,Gd,3,2009,Partial,485000
800,60,7200,1Fam,5,1937,252,731,981,1768,1,2,TA,1,2007,Normal,175000
801,79,12798,1Fam,6,1997,0,616,616,1688,2,0,NA,2,2008,Normal,200000
802,40,4800,1Fam,4,1916,0,1196,1196,1196,1,0,NA,2,2007,Normal,109900
803,63,8199,1Fam,7,2005,0,728,728,1456,2,1,Gd,2,2008,Normal,189000
804,107,13891,1Fam,9,2008,424,1734,1734,2822,3,1,Gd,3,2009,Partial,582933
805,75,9000,1Fam,5,1954,0,936,1128,1128,1,0,NA,1,2006,Family,118000
806,91,12274,1Fam,7,2008,256,1417,1428,1428,2,0,NA,2,2008,Partial,227680
807,75,9750,1Fam,5,1967,0,980,980,980,2,0,NA,1,2006,Normal,135500
808,144,21384,1Fam,5,1923,0,1324,1072,1576,1,1,TA,2,2009,Normal,223500
809,85,13400,1Fam,5,1966,1047,1024,1086,1086,1,1,Gd,2,2006,Normal,159950
810,90,8100,1Fam,5,1898,0,849,1075,2138,2,0,NA,2,2009,Normal,106000
811,78,10140,1Fam,6,1974,99,1040,1309,1309,1,1,Fa,2,2006,Normal,181000
812,NA,4438,TwnhsE,6,2004,169,848,848,848,1,1,Gd,2,2008,Normal,144500
813,66,8712,1Fam,5,1952,0,540,1044,1044,1,0,NA,2,2010,Alloca,55993
814,75,9750,1Fam,6,1958,243,1442,1442,1442,1,0,NA,1,2007,Normal,157900
815,45,8248,1Fam,5,1918,0,686,686,1250,1,0,NA,1,2006,Normal,116000
816,48,12137,1Fam,7,1998,442,1649,1661,1661,2,0,NA,2,2010,Normal,224900
817,NA,11425,1Fam,5,1954,0,1008,1008,1008,1,1,Gd,1,2006,Normal,137000
818,NA,13265,1Fam,8,2002,148,1568,1689,1689,2,2,Gd,3,2008,Normal,271000
819,80,8816,1Fam,6,1971,80,1010,1052,1052,1,0,NA,2,2010,Normal,155000
820,44,6371,TwnhsE,7,2009,128,1358,1358,1358,2,1,Gd,2,2010,Partial,224000
821,72,7226,1Fam,7,2003,0,798,798,1640,2,0,NA,2,2008,Normal,183000
822,60,6000,2fmCon,4,1953,0,936,936,936,1,0,NA,2,2009,Normal,93000
823,NA,12394,1Fam,7,2003,0,847,847,1733,2,1,Gd,2,2007,Family,225000
824,60,9900,1Fam,6,1940,0,778,944,1489,2,1,Gd,1,2009,Normal,139500
825,81,11216,1Fam,8,2006,0,1489,1489,1489,2,1,Gd,2,2006,Partial,232600
826,114,14803,1Fam,10,2007,816,2078,2084,2084,2,1,Gd,3,2008,Partial,385000
827,50,6130,1Fam,5,1924,0,784,784,784,1,0,NA,0,2008,Normal,109500
828,65,8529,1Fam,7,2001,0,1454,1434,1434,2,1,TA,2,2009,Normal,189000
829,NA,28698,1Fam,5,1967,0,1013,1160,2126,2,0,NA,2,2009,Abnorml,185000
830,24,2544,Twnhs,7,2005,0,600,520,1223,2,0,NA,2,2006,Normal,147400
831,80,11900,1Fam,6,1957,387,1392,1392,1392,1,2,Gd,2,2008,Normal,166000
832,30,3180,TwnhsE,7,2005,0,600,520,1200,2,0,NA,2,2006,Normal,151000
833,44,9548,1Fam,7,2003,223,941,941,1829,2,1,TA,2,2010,Normal,237000
834,100,10004,1Fam,6,1964,180,1516,1516,1516,1,0,NA,2,2009,Normal,167000
835,75,7875,1Fam,5,1961,136,1144,1144,1144,1,0,NA,2,2008,Normal,139950
836,60,9600,1Fam,4,1950,0,1067,1067,1067,2,0,NA,2,2010,Normal,128000
837,90,8100,1Fam,5,1948,0,1559,1559,1559,1,0,NA,2,2007,Normal,153500
838,21,1680,Twnhs,6,1973,158,483,483,987,1,0,NA,1,2008,Normal,100000
839,75,9525,1Fam,5,1995,0,1099,1099,1099,1,0,NA,1,2008,Normal,144000
840,70,11767,1Fam,5,1946,0,768,768,1200,1,0,NA,1,2008,Normal,130500
841,NA,12155,1Fam,6,1925,0,672,810,1482,2,0,NA,1,2008,Normal,140000
842,60,10440,1Fam,5,1904,0,650,958,1539,2,1,Po,2,2008,Normal,157500
843,82,9020,1Fam,6,1966,183,1127,1165,1165,1,0,NA,2,2008,Normal,174900
844,80,8000,Duplex,5,1961,0,1800,1800,1800,2,0,NA,0,2007,Normal,141000
845,100,12665,1Fam,5,1915,0,876,876,1416,1,1,Gd,3,2008,Normal,153900
846,NA,16647,1Fam,5,1975,0,1390,1701,1701,2,2,TA,2,2007,Normal,171000
847,75,9317,1Fam,7,1993,137,740,1006,1775,2,1,TA,2,2009,Normal,213000
848,36,15523,1Fam,5,1972,0,864,864,864,1,1,Fa,1,2009,Normal,133500
849,75,45600,1Fam,6,1908,0,907,1307,2358,3,1,Gd,2,2008,Normal,240000
850,80,9600,1Fam,6,1976,360,528,1094,1855,2,1,TA,2,2007,Normal,187000
851,36,4435,TwnhsE,6,2003,170,848,848,848,1,0,NA,2,2007,Normal,131500
852,NA,3196,TwnhsE,8,2003,40,1273,1456,1456,2,1,TA,2,2006,Normal,215000
853,53,7128,1Fam,7,1941,0,918,918,1646,2,2,Gd,1,2007,Normal,164000
854,NA,12095,1Fam,6,1964,115,1127,1445,1445,1,1,Fa,2,2009,Normal,158000
855,102,17920,1Fam,5,1955,0,1763,1779,1779,1,1,Gd,2,2006,Abnorml,170000
856,NA,6897,1Fam,5,1962,0,1040,1040,1040,1,0,NA,1,2010,Normal,127000
857,NA,10970,1Fam,6,1978,0,940,1026,1026,1,0,NA,2,2008,Normal,147000
858,65,8125,1Fam,6,1994,0,702,702,1481,2,1,TA,2,2009,Normal,174000
859,80,10400,1Fam,7,1976,189,1090,1370,1370,2,1,TA,2,2009,Family,152000
860,NA,11029,1Fam,6,1968,220,1054,1512,2654,2,1,Gd,2,2006,Normal,250000
861,55,7642,1Fam,7,1918,0,912,912,1426,1,1,Gd,1,2007,Normal,189950
862,75,11625,2fmCon,5,1965,0,1039,1039,1039,1,0,NA,2,2010,Normal,131500
863,81,9672,1Fam,6,1984,0,1040,1097,1097,2,0,NA,2,2010,Normal,152000
864,70,7931,1Fam,5,1959,0,1148,1148,1148,1,0,NA,1,2009,Normal,132500
865,72,8640,1Fam,7,2007,0,1372,1372,1372,2,0,NA,2,2008,Partial,250580
866,NA,8750,1Fam,5,1970,76,1002,1002,1002,1,0,NA,2,2009,Normal,148500
867,67,10656,1Fam,8,2006,274,1638,1646,1646,2,1,Gd,3,2007,Partial,248900
868,85,6970,1Fam,4,1961,0,1040,1120,1120,1,0,NA,2,2007,Normal,129000
869,NA,14762,1Fam,5,1948,0,0,1547,2320,2,1,TA,2,2006,Normal,169000
870,80,9938,1Fam,7,1993,246,1050,1062,1949,2,1,TA,2,2010,Normal,236000
871,60,6600,1Fam,5,1962,0,894,894,894,1,0,NA,1,2009,Normal,109500
872,70,8750,1Fam,6,1998,116,804,804,1682,2,0,NA,2,2010,Normal,200500
873,74,8892,1Fam,5,1953,0,105,910,910,1,0,NA,2,2008,Normal,116000
874,60,12144,1Fam,5,1949,0,832,1036,1268,1,1,Gd,1,2009,Normal,133000
875,52,5720,1Fam,5,1941,0,676,676,1131,1,0,NA,1,2009,Abnorml,66500
876,75,9000,1Fam,8,2007,0,1184,1184,2610,2,1,Gd,2,2007,Partial,303477
877,94,25286,1Fam,4,1963,0,1064,1040,1040,1,0,NA,2,2007,Normal,132250
878,74,8834,1Fam,9,2004,216,1462,1462,2224,2,1,Gd,3,2009,Normal,350000
879,88,11782,1Fam,5,1961,0,1109,1155,1155,1,0,NA,2,2010,Normal,148000
880,NA,7000,1Fam,5,1978,90,864,864,864,1,0,NA,1,2009,Normal,136500
881,60,7024,1Fam,5,2005,0,1090,1090,1090,1,0,NA,2,2007,Normal,157000
882,44,13758,1Fam,7,1990,117,1156,1187,1717,2,1,TA,2,2007,Normal,187500
883,NA,9636,1Fam,6,1992,0,808,808,1593,2,1,TA,2,2009,Normal,178000
884,60,6204,1Fam,4,1912,0,795,954,2230,1,0,NA,1,2006,Normal,118500
885,65,7150,1Fam,5,1967,60,892,892,892,1,0,NA,1,2009,Normal,100000
886,50,5119,TwnhsE,9,1999,60,1698,1709,1709,2,1,TA,2,2008,Abnorml,328900
887,70,8393,Duplex,5,1959,122,1626,1712,1712,2,0,NA,2,2006,Family,145000
